ExonType	WEFRange	Junction	Count	Freq
cons_alt	0.25_0.5	XX	20	0.01
cons_alt	0.5_0.75	XH	112	0.022
cons_alt	0.5_0.75	CH	50	0.01
cons_alt	0.5_0.75	CC	2320	0.451
cons_alt	0.5_0.75	XC	225	0.044
cons_alt	0.5_0.75	HX	129	0.025
cons_alt	0.5_0.75	EC	44	0.009
cons_alt	0.5_0.75	XE	114	0.022
cons_alt	0.5_0.75	EE	392	0.076
cons_alt	0.5_0.75	HH	1327	0.258
cons_alt	0.5_0.75	CX	200	0.039
cons_alt	0.5_0.75	CE	38	0.007
cons_alt	0.5_0.75	EX	101	0.02
cons_alt	0.5_0.75	HC	52	0.01
cons_alt	0.5_0.75	XX	35	0.007
cons_alt	0.75_1.01	EC	72	0.01
cons_alt	0.75_1.01	XH	164	0.023
cons_alt	0.75_1.01	CH	74	0.011
cons_alt	0.75_1.01	EH	1	0.0
cons_alt	0.75_1.01	CC	3113	0.444
cons_alt	0.75_1.01	XC	271	0.039
cons_alt	0.75_1.01	HX	147	0.021
cons_alt	0.75_1.01	CE	82	0.012
cons_alt	0.75_1.01	XE	154	0.022
cons_alt	0.75_1.01	EE	501	0.071
cons_alt	0.75_1.01	HH	1908	0.272
cons_alt	0.75_1.01	CX	282	0.04
cons_alt	0.75_1.01	EX	145	0.021
cons_alt	0.75_1.01	HC	58	0.008
cons_alt	0.75_1.01	XX	41	0.006
